id,gcf,number_16s,mean,sd,min,max,total_div
26212,GCF_016889945.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26213,GCF_016804245.1,5,1.4,1.07,0.0,3.0,1.67381651408563
26214,GCF_016774515.1,7,0.57,0.6,0.0,2.0,0.820232636576818
26215,GCF_016834475.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26216,GCF_016834495.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26217,GCF_016890025.1,6,1.53,1.25,0.0,4.0,1.98819779489373
26218,GCF_016889145.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26219,GCF_016889165.1,6,1.93,1.1,0.0,4.0,2.49539201602516
26220,GCF_016889965.1,6,1.87,1.3,0.0,4.0,2.43875900376003
26221,GCF_016894285.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26222,GCF_016917315.1,5,2.2,1.03,1.0,4.0,2.67462136116201
26223,GCF_016903555.1,6,1.93,1.1,0.0,4.0,2.49539201602516
26224,GCF_016904135.1,6,3.2,1.47,1.0,6.0,4.24100383922525
26225,GCF_016903575.1,6,2.67,1.23,1.0,5.0,3.31785914374848
26226,GCF_016917335.1,5,2.2,1.03,1.0,4.0,2.67462136116201
26227,GCF_017086425.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26228,GCF_017088305.1,6,4.13,1.85,1.0,7.0,5.3847122286515
26229,GCF_017088385.1,6,2.87,1.36,1.0,5.0,3.79044263035895
26230,GCF_017161095.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26231,GCF_017355025.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26232,GCF_017357005.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26233,GCF_017355005.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26234,GCF_018093105.1,6,2.2,1.21,0.0,4.0,2.88932021262634
26235,GCF_017355045.1,6,0.0,0.0,0.0,0.0,0.0
26236,GCF_017795485.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26237,GCF_017798245.1,6,2.67,1.45,0.0,5.0,3.60448967093044
26238,GCF_018093065.1,6,2.2,1.42,0.0,5.0,2.88932021262634
26239,GCF_018093205.1,6,2.2,1.78,0.0,6.0,2.88932021262634
26240,GCF_018075265.1,6,0.0,0.0,0.0,0.0,0.0
26241,GCF_018141385.1,6,0.0,0.0,0.0,0.0,0.0
26242,GCF_018135565.1,5,0.0,0.0,0.0,0.0,0.0
26243,GCF_018093225.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26244,GCF_018219225.1,6,2.4,1.35,0.0,4.0,3.76842035261479
26245,GCF_018219245.1,6,2.4,1.35,0.0,4.0,3.76842035261479
26246,GCF_018323945.1,6,1.47,1.06,0.0,3.0,1.78022255772106
26247,GCF_018336515.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26248,GCF_018622855.1,6,1.47,0.64,0.0,2.0,1.98819779489373
26249,GCF_018336535.1,6,0.0,0.0,0.0,0.0,0.0
26250,GCF_018399115.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26251,GCF_018622975.1,8,1.46,0.84,0.0,3.0,1.97743870528966
26252,GCF_018409145.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26253,GCF_018622755.1,6,1.8,0.86,0.0,3.0,2.43875900376003
26254,GCF_018622615.1,6,1.6,0.91,0.0,3.0,2.17415075432223
26255,GCF_018987365.1,5,1.2,0.63,0.0,2.0,1.50120727061456
26256,GCF_019048025.1,6,2.53,0.74,1.0,4.0,3.33988142149264
26257,GCF_018732165.1,6,1.73,0.88,0.0,3.0,2.17415075432223
26258,GCF_018987325.1,6,4.2,2.51,0.0,7.0,5.57066518808001
26259,GCF_018623015.1,5,1.8,1.14,0.0,4.0,2.17421893762382
26260,GCF_018968725.1,5,0.8,0.63,0.0,2.0,1.00080484707638
26261,GCF_018987345.1,6,0.0,0.0,0.0,0.0,0.0
26262,GCF_019134615.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26263,GCF_019222685.1,6,3.67,1.05,2.0,5.0,4.6695427703474
26264,GCF_019134635.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26265,GCF_019329245.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26266,GCF_019329545.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26267,GCF_019329365.1,5,2.6,1.65,0.0,5.0,3.1750237847002
26268,GCF_019329405.1,5,2.6,1.65,0.0,5.0,3.1750237847002
26269,GCF_019329325.1,5,2.6,1.65,0.0,5.0,3.1750237847002
26270,GCF_019329525.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26271,GCF_019329425.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26272,GCF_019329505.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26273,GCF_019329585.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26274,GCF_019329565.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26275,GCF_019329665.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26276,GCF_019329605.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26277,GCF_019329625.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26278,GCF_019329645.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26279,GCF_019329685.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26280,GCF_019329705.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26281,GCF_019329725.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26282,GCF_019329765.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26283,GCF_019329745.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26284,GCF_019330045.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26285,GCF_019330125.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26286,GCF_019330165.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26287,GCF_019329785.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26288,GCF_019329805.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26289,GCF_019330145.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26290,GCF_019330105.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26291,GCF_019330185.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26292,GCF_019330205.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26293,GCF_019550875.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26294,GCF_019330225.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26295,GCF_019330245.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26296,GCF_019334585.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26297,GCF_019550945.1,5,1.2,0.63,0.0,2.0,1.50120727061456
26298,GCF_019551035.1,5,1.2,0.63,0.0,2.0,1.50120727061456
26299,GCF_019551095.1,5,2.0,0.82,1.0,3.0,2.50201211769094
26300,GCF_019551175.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26301,GCF_019551235.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26302,GCF_019551315.1,5,2.0,1.41,0.0,4.0,2.50201211769094
26303,GCF_019551375.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26304,GCF_019551415.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26305,GCF_019551355.1,5,1.6,0.97,0.0,3.0,2.00160969415275
26306,GCF_019669165.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26307,GCF_019669245.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26308,GCF_019603375.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26309,GCF_019653615.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26310,GCF_019738975.1,6,1.67,0.9,0.0,3.0,2.25280604433152
26311,GCF_019669345.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26312,GCF_019669385.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26313,GCF_019787665.1,5,2.6,1.35,0.0,4.0,3.1750237847002
26314,GCF_019891015.1,7,0.57,0.51,0.0,1.0,0.682908104700472
26315,GCF_019915405.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26316,GCF_019915425.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26317,GCF_020003145.1,7,1.33,0.91,0.0,3.0,1.69129401157414
26318,GCF_019915585.1,6,1.0,1.46,0.0,3.0,1.35168362659891
26319,GCF_020003165.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26320,GCF_020042725.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26321,GCF_020150915.1,6,0.0,0.0,0.0,0.0,0.0
26322,GCF_020034535.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26323,GCF_020229655.1,7,0.29,0.46,0.0,1.0,0.410116318288409
26324,GCF_020181395.1,6,2.87,1.36,0.0,5.0,3.79044263035895
26325,GCF_020097755.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26326,GCF_020229695.1,8,0.0,0.0,0.0,0.0,0.0
26327,GCF_020177155.3,6,1.2,1.01,0.0,2.0,1.38629436111989
26328,GCF_020229715.1,11,0.18,0.39,0.0,1.0,0.304636097349238
26329,GCF_020386595.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26330,GCF_020388115.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26331,GCF_020388075.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26332,GCF_020388095.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26333,GCF_020388135.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26334,GCF_020388155.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26335,GCF_020388175.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26336,GCF_020388195.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26337,GCF_020388215.1,6,2.67,2.23,0.0,6.0,3.60448967093044
26338,GCF_020388235.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26339,GCF_020388255.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26340,GCF_020388275.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26341,GCF_020388315.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26342,GCF_020388295.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26343,GCF_020388555.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26344,GCF_020388395.1,6,1.67,0.9,0.0,3.0,2.25280604433152
26345,GCF_020388335.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26346,GCF_020388355.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26347,GCF_020388655.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26348,GCF_020388735.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26349,GCF_020388715.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26350,GCF_020388675.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26351,GCF_020388695.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26352,GCF_020388785.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26353,GCF_020388765.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26354,GCF_020388805.1,6,1.53,0.64,0.0,2.0,1.98819779489373
26355,GCF_020388825.1,6,1.53,0.64,0.0,2.0,1.98819779489373
26356,GCF_020388965.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26357,GCF_020388845.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26358,GCF_020388925.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26359,GCF_020388885.1,6,1.53,0.64,0.0,2.0,1.98819779489373
26360,GCF_020388905.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26361,GCF_020389005.1,6,2.2,1.08,0.0,4.0,2.88932021262634
26362,GCF_020388985.1,6,2.2,1.08,0.0,4.0,2.88932021262634
26363,GCF_020389025.2,6,1.33,0.62,0.0,2.0,1.80224483546522
26364,GCF_020389165.1,6,2.2,1.08,0.0,4.0,2.88932021262634
26365,GCF_020389265.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26366,GCF_020389525.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26367,GCF_020389445.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26368,GCF_020389485.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26369,GCF_020389325.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26370,GCF_020389425.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26371,GCF_020389505.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26372,GCF_020389545.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26373,GCF_020389565.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26374,GCF_020526105.1,5,2.4,0.97,1.0,4.0,3.00241454122913
26375,GCF_020702575.2,6,0.33,0.49,0.0,1.0,0.450561208866305
26376,GCF_020702135.2,6,0.33,0.49,0.0,1.0,0.450561208866305
26377,GCF_020702515.2,6,1.0,0.65,0.0,2.0,1.35168362659891
26378,GCF_020702615.2,6,0.0,0.0,0.0,0.0,0.0
26379,GCF_020702535.2,6,0.0,0.0,0.0,0.0,0.0
26380,GCF_020702545.2,6,0.33,0.49,0.0,1.0,0.450561208866305
26381,GCF_020887155.1,5,1.6,1.51,0.0,4.0,2.00160969415275
26382,GCF_020881895.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26383,GCF_020702585.2,6,0.0,0.0,0.0,0.0,0.0
26384,GCF_020882195.1,6,2.13,0.99,0.0,4.0,2.85576102337519
26385,GCF_020883475.1,5,3.8,2.2,1.0,8.0,4.67623105531476
26386,GCF_020883535.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26387,GCF_020886635.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26388,GCF_020887215.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26389,GCF_020889645.1,6,1.2,0.68,0.0,2.0,1.53763658602742
26390,GCF_020889665.1,6,1.53,0.99,0.0,3.0,1.98819779489373
26391,GCF_020985245.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26392,GCF_021117155.1,6,0.87,0.64,0.0,2.0,1.08707537716112
26393,GCF_021172845.1,6,1.53,0.83,0.0,3.0,1.98819779489373
26394,GCF_021172825.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26395,GCF_021172865.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26396,GCF_021172905.1,6,2.33,1.4,0.0,5.0,3.15392846206413
26397,GCF_021172885.1,5,2.8,1.93,0.0,6.0,3.50281696476732
26398,GCF_021390135.1,6,1.53,0.99,0.0,3.0,1.98819779489373
26399,GCF_021172925.1,6,1.67,0.9,0.0,3.0,2.25280604433152
26400,GCF_021172945.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26401,GCF_021249285.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26402,GCF_021398325.1,6,1.27,0.8,0.0,3.0,1.59426959829255
26403,GCF_021398305.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26404,GCF_021398345.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26405,GCF_021442105.1,6,0.0,0.0,0.0,0.0,0.0
26406,GCF_021491715.1,6,0.0,0.0,0.0,0.0,0.0
26407,GCF_021484865.1,6,3.93,1.87,0.0,7.0,4.91212874204104
26408,GCF_021491735.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26409,GCF_021491775.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26410,GCF_021491835.1,6,0.0,0.0,0.0,0.0,0.0
26411,GCF_021496015.1,6,3.0,1.36,1.0,5.0,3.76842035261479
26412,GCF_021513035.1,5,2.8,1.69,0.0,6.0,3.34763302817126
26413,GCF_021491895.1,5,0.0,0.0,0.0,0.0,0.0
26414,GCF_021496075.1,6,3.07,1.58,0.0,6.0,3.97639558978745
26415,GCF_021496035.1,6,3.4,1.92,1.0,7.0,4.42695679865376
26416,GCF_021513055.1,6,0.0,0.0,0.0,0.0,0.0
26417,GCF_021497065.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26418,GCF_021513075.1,7,6.48,2.66,2.0,13.0,8.54296585132653
26419,GCF_021497985.1,3,1.33,1.15,0.0,2.0,1.27302833658963
26420,GCF_021513095.1,6,3.6,1.8,1.0,7.0,4.61290975808227
26421,GCF_021513115.1,6,3.2,1.66,0.0,6.0,4.24100383922525
26422,GCF_021513355.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26423,GCF_021869805.1,6,0.0,0.0,0.0,0.0,0.0
26424,GCF_021725475.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26425,GCF_022163365.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26426,GCF_022163485.1,6,2.67,1.23,1.0,5.0,3.60448967093044
26427,GCF_022221525.1,5,4.0,0.94,2.0,5.0,4.84884029878583
26428,GCF_022221545.1,6,4.53,2.88,1.0,10.0,6.04324867469047
26429,GCF_022226995.1,6,0.0,0.0,0.0,0.0,0.0
26430,GCF_022221565.1,6,5.53,4.29,0.0,13.0,7.39493230128938
26431,GCF_022226975.1,6,0.0,0.0,0.0,0.0,0.0
26432,GCF_022226895.1,6,1.2,0.68,0.0,2.0,1.53763658602742
26433,GCF_022369595.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26434,GCF_022369535.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26435,GCF_022385275.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26436,GCF_022369695.1,5,0.0,0.0,0.0,0.0,0.0
26437,GCF_022370435.1,6,1.2,0.68,0.0,2.0,1.53763658602742
26438,GCF_022404575.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26439,GCF_022404595.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26440,GCF_022404695.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26441,GCF_022404615.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26442,GCF_022404635.1,6,0.0,0.0,0.0,0.0,0.0
26443,GCF_022404655.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26444,GCF_022404675.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26445,GCF_022404715.1,6,0.0,0.0,0.0,0.0,0.0
26446,GCF_022404735.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26447,GCF_022404775.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26448,GCF_022404755.1,6,0.0,0.0,0.0,0.0,0.0
26449,GCF_022405075.1,6,0.0,0.0,0.0,0.0,0.0
26450,GCF_022405055.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26451,GCF_022405185.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26452,GCF_022405255.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26453,GCF_022405145.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26454,GCF_022405235.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26455,GCF_022405335.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26456,GCF_022405275.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26457,GCF_022405205.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26458,GCF_022405295.1,6,1.07,1.03,0.0,2.0,1.27302833658963
26459,GCF_022405315.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26460,GCF_022405355.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26461,GCF_022405395.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26462,GCF_022405375.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26463,GCF_022405415.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26464,GCF_022405435.1,6,0.0,0.0,0.0,0.0,0.0
26465,GCF_022405475.1,6,0.0,0.0,0.0,0.0,0.0
26466,GCF_022405455.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26467,GCF_022405495.1,6,0.0,0.0,0.0,0.0,0.0
26468,GCF_022405515.1,6,0.0,0.0,0.0,0.0,0.0
26469,GCF_022405575.1,6,0.0,0.0,0.0,0.0,0.0
26470,GCF_022405555.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26471,GCF_022405535.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26472,GCF_022405655.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26473,GCF_022405595.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26474,GCF_022405735.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26475,GCF_022405675.1,6,0.0,0.0,0.0,0.0,0.0
26476,GCF_022405615.1,6,0.0,0.0,0.0,0.0,0.0
26477,GCF_022405775.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26478,GCF_022405755.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26479,GCF_022405795.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26480,GCF_022405815.1,6,0.0,0.0,0.0,0.0,0.0
26481,GCF_022405835.1,6,0.0,0.0,0.0,0.0,0.0
26482,GCF_022405855.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26483,GCF_022405975.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26484,GCF_022405875.1,6,0.0,0.0,0.0,0.0,0.0
26485,GCF_022405895.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26486,GCF_022405915.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26487,GCF_022405935.1,6,0.0,0.0,0.0,0.0,0.0
26488,GCF_022406035.1,6,0.0,0.0,0.0,0.0,0.0
26489,GCF_022405955.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26490,GCF_022405995.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26491,GCF_022406315.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26492,GCF_022406075.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26493,GCF_022406015.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26494,GCF_022406055.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26495,GCF_022406125.1,6,0.0,0.0,0.0,0.0,0.0
26496,GCF_022406435.1,6,0.0,0.0,0.0,0.0,0.0
26497,GCF_022406675.1,6,6.2,3.3,1.0,13.0,8.29605471902199
26498,GCF_022406555.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26499,GCF_022493035.1,6,3.0,1.81,0.0,5.0,3.61707812770726
26500,GCF_022406795.1,6,0.0,0.0,0.0,0.0,0.0
26501,GCF_022493055.1,5,7.1,3.35,2.0,13.0,9.07878425147217
26502,GCF_022493075.1,6,1.93,1.22,0.0,4.0,2.36010371375074
26503,GCF_022493095.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26504,GCF_022532145.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26505,GCF_022494545.1,6,2.2,1.42,0.0,5.0,2.88932021262634
26506,GCF_022494565.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26507,GCF_022531845.1,5,2.4,1.26,1.0,4.0,3.00241454122913
26508,GCF_022591335.1,6,3.2,1.66,0.0,6.0,4.24100383922525
26509,GCF_022691345.1,6,2.67,2.35,0.0,7.0,3.60448967093044
26510,GCF_022691365.1,6,1.2,0.86,0.0,3.0,1.53763658602742
26511,GCF_022682325.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26512,GCF_022691325.1,6,1.53,0.83,0.0,3.0,1.98819779489373
26513,GCF_022691425.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26514,GCF_022691385.1,6,1.53,0.83,0.0,3.0,1.98819779489373
26515,GCF_022691405.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26516,GCF_022693165.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26517,GCF_022693185.1,6,2.2,1.61,0.0,5.0,2.88932021262634
26518,GCF_022693205.1,6,1.33,0.62,0.0,2.0,1.80224483546522
26519,GCF_022693305.1,6,4.4,3.04,0.0,8.0,5.77864042525267
26520,GCF_022699245.1,6,1.67,0.9,0.0,3.0,2.25280604433152
26521,GCF_022693245.1,6,1.2,0.86,0.0,3.0,1.53763658602742
26522,GCF_022693225.1,6,2.53,1.6,0.0,5.0,3.33988142149264
26523,GCF_022693345.1,6,1.67,1.05,0.0,3.0,1.96617551714957
26524,GCF_022693285.1,6,1.2,0.86,0.0,3.0,1.53763658602742
26525,GCF_022693265.1,6,4.07,2.89,0.0,8.0,6.22920163411898
26526,GCF_022693325.1,6,2.2,1.61,0.0,5.0,2.88932021262634
26527,GCF_022699265.1,6,2.0,1.31,0.0,4.0,2.70336725319783
26528,GCF_022699285.1,6,2.33,1.18,0.0,4.0,3.15392846206413
26529,GCF_022832755.1,5,1.8,0.79,1.0,3.0,2.17421893762382
26530,GCF_022809795.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26531,GCF_022832775.1,6,2.67,1.45,0.0,5.0,3.60448967093044
26532,GCF_022832835.1,5,2.8,1.32,1.0,5.0,3.50281696476732
26533,GCF_022832895.1,6,10.93,3.71,5.0,17.0,16.1146091415923
26534,GCF_022832915.1,6,9.93,3.2,3.0,17.0,13.3325865983852
26535,GCF_022832935.1,6,11.8,4.0,6.0,17.0,17.5344626919633
26536,GCF_022869565.1,6,3.2,1.66,0.0,6.0,4.24100383922525
26537,GCF_022870005.1,5,1.6,0.97,0.0,3.0,2.00160969415275
26538,GCF_022869625.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26539,GCF_022870465.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26540,GCF_023158915.1,6,1.73,1.03,0.0,3.0,2.17415075432223
26541,GCF_022870625.1,5,0.0,0.0,0.0,0.0,0.0
26542,GCF_022919195.1,6,2.33,1.4,0.0,5.0,3.15392846206413
26543,GCF_023170025.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26544,GCF_023170045.1,6,3.27,1.33,1.0,5.0,4.29763685149038
26545,GCF_023277465.1,6,2.67,1.23,1.0,5.0,3.60448967093044
26546,GCF_023278065.1,6,0.87,0.64,0.0,2.0,1.08707537716112
26547,GCF_023223475.1,5,1.2,1.55,0.0,3.0,1.50120727061456
26548,GCF_023277485.1,6,3.13,1.25,1.0,5.0,3.88168637714505
26549,GCF_023508855.1,6,2.47,0.99,1.0,4.0,3.13190618431998
26550,GCF_023373745.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26551,GCF_023508875.1,6,2.13,1.06,1.0,4.0,2.68134497545367
26552,GCF_023515905.1,6,4.67,1.05,3.0,7.0,10.9207666822105
26553,GCF_023547085.1,6,2.67,1.23,1.0,5.0,3.60448967093044
26554,GCF_023547105.1,6,3.67,1.76,1.0,7.0,4.95617329752935
26555,GCF_023547125.1,6,4.93,1.39,1.0,7.0,6.41515459354748
26556,GCF_023614505.1,8,1.89,1.26,0.0,4.0,2.39304381813235
26557,GCF_023571465.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26558,GCF_023611825.1,6,0.0,0.0,0.0,0.0,0.0
26559,GCF_023612155.1,6,0.0,0.0,0.0,0.0,0.0
26560,GCF_023612175.1,6,0.0,0.0,0.0,0.0,0.0
26561,GCF_023657555.1,6,0.0,0.0,0.0,0.0,0.0
26562,GCF_023657535.1,6,0.0,0.0,0.0,0.0,0.0
26563,GCF_023657575.1,6,0.0,0.0,0.0,0.0,0.0
26564,GCF_023658665.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26565,GCF_024172385.1,6,1.53,1.25,0.0,4.0,1.98819779489373
26566,GCF_024172345.1,6,2.87,1.25,1.0,5.0,3.50381210317699
26567,GCF_024172245.1,6,1.67,0.49,1.0,2.0,2.25280604433152
26568,GCF_024138075.1,7,0.29,0.46,0.0,1.0,0.410116318288409
26569,GCF_024172365.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26570,GCF_024172405.1,6,1.33,1.23,0.0,4.0,1.80224483546522
26571,GCF_024172425.1,6,2.8,1.47,0.0,5.0,3.43112516827875
26572,GCF_024172445.1,6,2.87,1.25,1.0,5.0,3.50381210317699
26573,GCF_024172565.1,7,1.33,0.97,0.0,3.0,1.82861854345048
26574,GCF_024172465.1,8,0.75,1.32,0.0,3.0,1.13031048376931
